User ID,Reader Company,Title,Activity Date,Content Title,Content Topics,Activity Source,Specifics,Client,Newsletter Name
user-18,Co-18,Director,2025-01-01T00:18:00,Content 18,"Downstream,Purification",non-nl,details,,NEWS_18
user-19,Co-19,Engineer,2025-01-01T00:19:00,Content 19,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_19
user-20,Co-20,Director,2025-01-01T00:20:00,Content 20,Analytical,event,details,,NEWS_20
user-21,Co-21,Manager,2025-01-01T00:21:00,Content 21,"Downstream,Purification",non-nl,details,ClientC,NEWS_21
user-22,Co-22,Director,2025-01-01T00:22:00,Content 22,"Downstream,Purification",non-nl,details,,NEWS_22
user-23,Co-23,Engineer,2025-01-01T00:23:00,Content 23,Analytical,newsletter,details,ClientC,NEWS_23
user-24,Co-24,Scientist,2025-01-01T00:24:00,Content 24,"Downstream,Purification",newsletter,details,ClientA,NEWS_24
user-25,Co-25,Engineer,2025-01-01T00:25:00,Content 25,"Manufacturing,QA",newsletter,details,ClientC,NEWS_25
user-26,Co-26,Director,2025-01-01T00:26:00,Content 26,"Upstream,Cell Culture",newsletter,details,ClientC,NEWS_26
user-27,Co-27,Engineer,2025-01-01T00:27:00,Content 27,Analytical,newsletter,details,ClientB,NEWS_27
user-28,Co-28,Manager,2025-01-01T00:28:00,Content 28,"Downstream,Purification",non-nl,details,ClientB,NEWS_28
user-29,Co-29,Director,2025-01-01T00:29:00,Content 29,"Downstream,Purification",webinar,details,,NEWS_29
user-30,Co-30,Director,2025-01-01T00:30:00,Content 30,"Manufacturing,QA",webinar,details,ClientA,NEWS_30
user-31,Co-31,Engineer,2025-01-01T00:31:00,Content 31,"Downstream,Purification",newsletter,details,,NEWS_31
user-32,Co-32,Scientist,2025-01-01T00:32:00,Content 32,"Upstream,Cell Culture",event,details,,NEWS_32
user-33,Co-33,Scientist,2025-01-01T00:33:00,Content 33,"Manufacturing,QA",non-nl,details,ClientA,NEWS_33
user-34,Co-34,Manager,2025-01-01T00:34:00,Content 34,"Downstream,Purification",newsletter,details,ClientC,NEWS_34
user-35,Co-35,Manager,2025-01-01T00:35:00,Content 35,"Manufacturing,QA",newsletter,details,ClientC,NEWS_35
user-36,Co-36,Scientist,2025-01-01T00:36:00,Content 36,"Downstream,Purification",newsletter,details,ClientB,NEWS_36
user-37,Co-37,Director,2025-01-01T00:37:00,Content 37,"Upstream,Cell Culture",newsletter,details,ClientC,NEWS_37
user-38,Co-38,Engineer,2025-01-01T00:38:00,Content 38,"Downstream,Purification",newsletter,details,ClientA,NEWS_38
user-39,Co-39,Director,2025-01-01T00:39:00,Content 39,Analytical,newsletter,details,ClientB,NEWS_39
user-40,Co-40,Manager,2025-01-01T00:40:00,Content 40,"Manufacturing,QA",newsletter,details,ClientA,NEWS_40
user-41,Co-41,Manager,2025-01-01T00:41:00,Content 41,Analytical,newsletter,details,,NEWS_41
user-42,Co-42,Manager,2025-01-01T00:42:00,Content 42,"Manufacturing,QA",newsletter,details,ClientC,NEWS_42
user-43,Co-43,Scientist,2025-01-01T00:43:00,Content 43,Analytical,newsletter,details,ClientA,NEWS_43
user-44,Co-44,Scientist,2025-01-01T00:44:00,Content 44,Analytical,webinar,details,,NEWS_44
user-45,Co-45,Manager,2025-01-01T00:45:00,Content 45,Analytical,newsletter,details,,NEWS_45
user-46,Co-46,Director,2025-01-01T00:46:00,Content 46,"Upstream,Cell Culture",newsletter,details,,NEWS_46
user-47,Co-47,Manager,2025-01-01T00:47:00,Content 47,"Upstream,Cell Culture",webinar,details,ClientB,NEWS_47
user-48,Co-48,Manager,2025-01-01T00:48:00,Content 48,Analytical,webinar,details,,NEWS_48
user-49,Co-49,Engineer,2025-01-01T00:49:00,Content 49,"Upstream,Cell Culture",event,details,,NEWS_49
user-50,Co-50,Engineer,2025-01-01T00:50:00,Content 50,Analytical,non-nl,details,ClientA,NEWS_0
user-51,Co-51,Manager,2025-01-01T00:51:00,Content 51,"Downstream,Purification",newsletter,details,,NEWS_1
user-52,Co-52,Engineer,2025-01-01T00:52:00,Content 52,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_2
user-53,Co-53,Engineer,2025-01-01T00:53:00,Content 53,"Downstream,Purification",webinar,details,,NEWS_3
user-54,Co-54,Manager,2025-01-01T00:54:00,Content 54,"Downstream,Purification",newsletter,details,,NEWS_4
user-55,Co-55,Scientist,2025-01-01T00:55:00,Content 55,"Downstream,Purification",newsletter,details,ClientB,NEWS_5
user-56,Co-56,Scientist,2025-01-01T00:56:00,Content 56,Analytical,non-nl,details,,NEWS_6
user-57,Co-57,Director,2025-01-01T00:57:00,Content 57,Analytical,newsletter,details,ClientC,NEWS_7
user-58,Co-58,Manager,2025-01-01T00:58:00,Content 58,Analytical,webinar,details,ClientA,NEWS_8
user-59,Co-59,Engineer,2025-01-01T00:59:00,Content 59,"Upstream,Cell Culture",webinar,details,ClientC,NEWS_9
user-60,Co-60,Director,2025-01-01T01:00:00,Content 60,Analytical,event,details,,NEWS_10
user-61,Co-61,Scientist,2025-01-01T01:01:00,Content 61,Analytical,webinar,details,ClientA,NEWS_11
user-62,Co-62,Scientist,2025-01-01T01:02:00,Content 62,Analytical,newsletter,details,ClientA,NEWS_12
user-63,Co-63,Director,2025-01-01T01:03:00,Content 63,"Downstream,Purification",event,details,ClientA,NEWS_13
user-64,Co-64,Manager,2025-01-01T01:04:00,Content 64,"Downstream,Purification",newsletter,details,,NEWS_14
user-65,Co-65,Manager,2025-01-01T01:05:00,Content 65,"Upstream,Cell Culture",non-nl,details,,NEWS_15
user-66,Co-66,Manager,2025-01-01T01:06:00,Content 66,"Upstream,Cell Culture",webinar,details,ClientA,NEWS_16
user-67,Co-67,Scientist,2025-01-01T01:07:00,Content 67,"Manufacturing,QA",newsletter,details,ClientB,NEWS_17
user-68,Co-68,Engineer,2025-01-01T01:08:00,Content 68,"Upstream,Cell Culture",newsletter,details,,NEWS_18
user-69,Co-69,Engineer,2025-01-01T01:09:00,Content 69,"Upstream,Cell Culture",non-nl,details,ClientA,NEWS_19
user-70,Co-70,Manager,2025-01-01T01:10:00,Content 70,Analytical,newsletter,details,ClientA,NEWS_20
user-71,Co-71,Scientist,2025-01-01T01:11:00,Content 71,Analytical,webinar,details,ClientA,NEWS_21
user-72,Co-72,Engineer,2025-01-01T01:12:00,Content 72,"Upstream,Cell Culture",newsletter,details,,NEWS_22
user-73,Co-73,Director,2025-01-01T01:13:00,Content 73,Analytical,newsletter,details,ClientC,NEWS_23
user-74,Co-74,Engineer,2025-01-01T01:14:00,Content 74,"Upstream,Cell Culture",newsletter,details,ClientC,NEWS_24
user-75,Co-75,Engineer,2025-01-01T01:15:00,Content 75,"Manufacturing,QA",webinar,details,,NEWS_25
user-76,Co-76,Manager,2025-01-01T01:16:00,Content 76,"Manufacturing,QA",event,details,ClientA,NEWS_26
user-77,Co-77,Scientist,2025-01-01T01:17:00,Content 77,Analytical,webinar,details,ClientB,NEWS_27
user-78,Co-78,Manager,2025-01-01T01:18:00,Content 78,Analytical,newsletter,details,ClientB,NEWS_28
user-79,Co-79,Director,2025-01-01T01:19:00,Content 79,"Downstream,Purification",non-nl,details,,NEWS_29
user-80,Co-80,Scientist,2025-01-01T01:20:00,Content 80,"Upstream,Cell Culture",event,details,,NEWS_30
user-81,Co-81,Engineer,2025-01-01T01:21:00,Content 81,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_31
user-82,Co-82,Engineer,2025-01-01T01:22:00,Content 82,"Downstream,Purification",newsletter,details,,NEWS_32
user-83,Co-83,Manager,2025-01-01T01:23:00,Content 83,"Manufacturing,QA",newsletter,details,ClientB,NEWS_33
user-84,Co-84,Scientist,2025-01-01T01:24:00,Content 84,Analytical,event,details,ClientA,NEWS_34
user-85,Co-85,Director,2025-01-01T01:25:00,Content 85,Analytical,newsletter,details,,NEWS_35
user-86,Co-86,Scientist,2025-01-01T01:26:00,Content 86,Analytical,webinar,details,,NEWS_36
user-87,Co-87,Scientist,2025-01-01T01:27:00,Content 87,"Manufacturing,QA",webinar,details,,NEWS_37
user-88,Co-88,Director,2025-01-01T01:28:00,Content 88,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_38
user-89,Co-89,Manager,2025-01-01T01:29:00,Content 89,Analytical,newsletter,details,,NEWS_39
user-90,Co-90,Engineer,2025-01-01T01:30:00,Content 90,Analytical,event,details,ClientB,NEWS_40
user-91,Co-91,Director,2025-01-01T01:31:00,Content 91,"Manufacturing,QA",newsletter,details,ClientB,NEWS_41
user-92,Co-92,Manager,2025-01-01T01:32:00,Content 92,Analytical,newsletter,details,ClientA,NEWS_42
user-93,Co-93,Scientist,2025-01-01T01:33:00,Content 93,Analytical,webinar,details,ClientA,NEWS_43
user-94,Co-94,Scientist,2025-01-01T01:34:00,Content 94,"Downstream,Purification",webinar,details,,NEWS_44
user-95,Co-95,Director,2025-01-01T01:35:00,Content 95,"Downstream,Purification",non-nl,details,,NEWS_45
user-96,Co-96,Scientist,2025-01-01T01:36:00,Content 96,"Upstream,Cell Culture",newsletter,details,,NEWS_46
user-97,Co-97,Manager,2025-01-01T01:37:00,Content 97,"Manufacturing,QA",newsletter,details,,NEWS_47
user-98,Co-98,Engineer,2025-01-01T01:38:00,Content 98,Analytical,event,details,,NEWS_48
user-99,Co-99,Scientist,2025-01-01T01:39:00,Content 99,"Upstream,Cell Culture",newsletter,details,,NEWS_49
user-100,Co-100,Manager,2025-01-01T01:40:00,Content 100,Analytical,newsletter,details,ClientB,NEWS_0
user-101,Co-101,Manager,2025-01-01T01:41:00,Content 101,"Downstream,Purification",newsletter,details,ClientC,NEWS_1
user-102,Co-102,Scientist,2025-01-01T01:42:00,Content 102,Analytical,event,details,,NEWS_2
user-103,Co-103,Director,2025-01-01T01:43:00,Content 103,"Manufacturing,QA",webinar,details,ClientA,NEWS_3
user-104,Co-104,Engineer,2025-01-01T01:44:00,Content 104,"Downstream,Purification",newsletter,details,ClientA,NEWS_4
user-105,Co-105,Engineer,2025-01-01T01:45:00,Content 105,"Manufacturing,QA",newsletter,details,,NEWS_5
user-106,Co-106,Director,2025-01-01T01:46:00,Content 106,"Manufacturing,QA",newsletter,details,ClientB,NEWS_6
user-107,Co-107,Director,2025-01-01T01:47:00,Content 107,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_7
user-108,Co-108,Scientist,2025-01-01T01:48:00,Content 108,Analytical,webinar,details,ClientA,NEWS_8
user-109,Co-109,Scientist,2025-01-01T01:49:00,Content 109,"Manufacturing,QA",newsletter,details,ClientA,NEWS_9
user-110,Co-110,Scientist,2025-01-01T01:50:00,Content 110,Analytical,newsletter,details,ClientC,NEWS_10
user-111,Co-111,Scientist,2025-01-01T01:51:00,Content 111,Analytical,newsletter,details,,NEWS_11
user-112,Co-112,Manager,2025-01-01T01:52:00,Content 112,"Downstream,Purification",newsletter,details,ClientA,NEWS_12
user-113,Co-113,Scientist,2025-01-01T01:53:00,Content 113,"Downstream,Purification",newsletter,details,,NEWS_13
user-114,Co-114,Scientist,2025-01-01T01:54:00,Content 114,"Upstream,Cell Culture",webinar,details,,NEWS_14
user-115,Co-115,Engineer,2025-01-01T01:55:00,Content 115,Analytical,non-nl,details,,NEWS_15
user-116,Co-116,Director,2025-01-01T01:56:00,Content 116,Analytical,newsletter,details,ClientA,NEWS_16
user-117,Co-117,Director,2025-01-01T01:57:00,Content 117,"Manufacturing,QA",event,details,,NEWS_17
user-118,Co-118,Director,2025-01-01T01:58:00,Content 118,"Upstream,Cell Culture",non-nl,details,,NEWS_18
user-119,Co-119,Engineer,2025-01-01T01:59:00,Content 119,Analytical,newsletter,details,,NEWS_19
user-120,Co-120,Engineer,2025-01-01T02:00:00,Content 120,"Manufacturing,QA",non-nl,details,ClientC,NEWS_20
user-121,Co-121,Scientist,2025-01-01T02:01:00,Content 121,"Manufacturing,QA",newsletter,details,,NEWS_21
user-122,Co-122,Scientist,2025-01-01T02:02:00,Content 122,"Upstream,Cell Culture",newsletter,details,,NEWS_22
user-123,Co-123,Manager,2025-01-01T02:03:00,Content 123,"Upstream,Cell Culture",newsletter,details,,NEWS_23
user-124,Co-124,Manager,2025-01-01T02:04:00,Content 124,"Downstream,Purification",newsletter,details,ClientA,NEWS_24
user-125,Co-125,Manager,2025-01-01T02:05:00,Content 125,Analytical,event,details,,NEWS_25
user-126,Co-126,Scientist,2025-01-01T02:06:00,Content 126,"Manufacturing,QA",newsletter,details,ClientA,NEWS_26
user-127,Co-127,Engineer,2025-01-01T02:07:00,Content 127,"Downstream,Purification",newsletter,details,,NEWS_27
user-128,Co-128,Engineer,2025-01-01T02:08:00,Content 128,"Downstream,Purification",newsletter,details,ClientA,NEWS_28
user-129,Co-129,Manager,2025-01-01T02:09:00,Content 129,"Upstream,Cell Culture",newsletter,details,,NEWS_29
user-130,Co-130,Manager,2025-01-01T02:10:00,Content 130,"Manufacturing,QA",newsletter,details,,NEWS_30
user-131,Co-131,Director,2025-01-01T02:11:00,Content 131,Analytical,newsletter,details,ClientA,NEWS_31
user-132,Co-132,Engineer,2025-01-01T02:12:00,Content 132,"Manufacturing,QA",event,details,ClientC,NEWS_32
user-133,Co-133,Manager,2025-01-01T02:13:00,Content 133,"Upstream,Cell Culture",newsletter,details,,NEWS_33
user-134,Co-134,Director,2025-01-01T02:14:00,Content 134,"Downstream,Purification",newsletter,details,,NEWS_34
user-135,Co-135,Director,2025-01-01T02:15:00,Content 135,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_35
user-136,Co-136,Engineer,2025-01-01T02:16:00,Content 136,"Manufacturing,QA",newsletter,details,ClientA,NEWS_36
user-137,Co-137,Scientist,2025-01-01T02:17:00,Content 137,Analytical,webinar,details,ClientA,NEWS_37
user-138,Co-138,Manager,2025-01-01T02:18:00,Content 138,"Manufacturing,QA",newsletter,details,ClientC,NEWS_38
user-139,Co-139,Scientist,2025-01-01T02:19:00,Content 139,"Manufacturing,QA",newsletter,details,,NEWS_39
user-140,Co-140,Scientist,2025-01-01T02:20:00,Content 140,Analytical,event,details,ClientA,NEWS_40
user-141,Co-141,Manager,2025-01-01T02:21:00,Content 141,"Manufacturing,QA",webinar,details,,NEWS_41
user-142,Co-142,Engineer,2025-01-01T02:22:00,Content 142,Analytical,newsletter,details,,NEWS_42
user-143,Co-143,Scientist,2025-01-01T02:23:00,Content 143,"Manufacturing,QA",newsletter,details,,NEWS_43
user-144,Co-144,Engineer,2025-01-01T02:24:00,Content 144,Analytical,newsletter,details,ClientB,NEWS_44
user-145,Co-145,Scientist,2025-01-01T02:25:00,Content 145,"Downstream,Purification",newsletter,details,ClientC,NEWS_45
user-146,Co-146,Engineer,2025-01-01T02:26:00,Content 146,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_46
user-147,Co-147,Director,2025-01-01T02:27:00,Content 147,"Upstream,Cell Culture",event,details,ClientC,NEWS_47
user-148,Co-148,Engineer,2025-01-01T02:28:00,Content 148,"Manufacturing,QA",newsletter,details,ClientA,NEWS_48
user-149,Co-149,Scientist,2025-01-01T02:29:00,Content 149,"Upstream,Cell Culture",non-nl,details,,NEWS_49
user-150,Co-150,Scientist,2025-01-01T02:30:00,Content 150,"Manufacturing,QA",newsletter,details,ClientA,NEWS_0
user-151,Co-151,Manager,2025-01-01T02:31:00,Content 151,"Upstream,Cell Culture",newsletter,details,,NEWS_1
user-152,Co-152,Engineer,2025-01-01T02:32:00,Content 152,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_2
user-153,Co-153,Manager,2025-01-01T02:33:00,Content 153,"Manufacturing,QA",event,details,ClientB,NEWS_3
user-154,Co-154,Engineer,2025-01-01T02:34:00,Content 154,"Manufacturing,QA",newsletter,details,ClientB,NEWS_4
user-155,Co-155,Engineer,2025-01-01T02:35:00,Content 155,"Downstream,Purification",newsletter,details,,NEWS_5
user-156,Co-156,Director,2025-01-01T02:36:00,Content 156,"Manufacturing,QA",newsletter,details,,NEWS_6
user-157,Co-157,Engineer,2025-01-01T02:37:00,Content 157,"Downstream,Purification",newsletter,details,,NEWS_7
user-158,Co-158,Manager,2025-01-01T02:38:00,Content 158,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_8
user-159,Co-159,Director,2025-01-01T02:39:00,Content 159,"Upstream,Cell Culture",webinar,details,,NEWS_9
user-160,Co-160,Scientist,2025-01-01T02:40:00,Content 160,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_10
user-161,Co-161,Engineer,2025-01-01T02:41:00,Content 161,Analytical,newsletter,details,ClientA,NEWS_11
user-162,Co-162,Manager,2025-01-01T02:42:00,Content 162,"Downstream,Purification",newsletter,details,ClientA,NEWS_12
user-163,Co-163,Scientist,2025-01-01T02:43:00,Content 163,"Upstream,Cell Culture",newsletter,details,,NEWS_13
user-164,Co-164,Manager,2025-01-01T02:44:00,Content 164,"Upstream,Cell Culture",newsletter,details,,NEWS_14
user-165,Co-165,Engineer,2025-01-01T02:45:00,Content 165,"Upstream,Cell Culture",newsletter,details,,NEWS_15
user-166,Co-166,Director,2025-01-01T02:46:00,Content 166,"Manufacturing,QA",newsletter,details,,NEWS_16
user-167,Co-167,Engineer,2025-01-01T02:47:00,Content 167,Analytical,event,details,ClientA,NEWS_17
user-168,Co-168,Engineer,2025-01-01T02:48:00,Content 168,Analytical,newsletter,details,ClientB,NEWS_18
user-169,Co-169,Engineer,2025-01-01T02:49:00,Content 169,"Manufacturing,QA",newsletter,details,,NEWS_19
user-170,Co-170,Engineer,2025-01-01T02:50:00,Content 170,"Manufacturing,QA",newsletter,details,ClientA,NEWS_20
user-171,Co-171,Manager,2025-01-01T02:51:00,Content 171,"Upstream,Cell Culture",event,details,,NEWS_21
user-172,Co-172,Director,2025-01-01T02:52:00,Content 172,"Downstream,Purification",newsletter,details,,NEWS_22
user-173,Co-173,Engineer,2025-01-01T02:53:00,Content 173,"Downstream,Purification",newsletter,details,,NEWS_23
user-174,Co-174,Manager,2025-01-01T02:54:00,Content 174,Analytical,event,details,ClientA,NEWS_24
user-175,Co-175,Engineer,2025-01-01T02:55:00,Content 175,"Upstream,Cell Culture",event,details,,NEWS_25
user-176,Co-176,Director,2025-01-01T02:56:00,Content 176,Analytical,newsletter,details,,NEWS_26
user-177,Co-177,Scientist,2025-01-01T02:57:00,Content 177,Analytical,newsletter,details,,NEWS_27
user-178,Co-178,Manager,2025-01-01T02:58:00,Content 178,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_28
user-179,Co-179,Director,2025-01-01T02:59:00,Content 179,"Upstream,Cell Culture",newsletter,details,ClientC,NEWS_29
user-180,Co-180,Engineer,2025-01-01T03:00:00,Content 180,Analytical,newsletter,details,,NEWS_30
user-181,Co-181,Engineer,2025-01-01T03:01:00,Content 181,Analytical,newsletter,details,,NEWS_31
user-182,Co-182,Scientist,2025-01-01T03:02:00,Content 182,"Manufacturing,QA",newsletter,details,,NEWS_32
user-183,Co-183,Director,2025-01-01T03:03:00,Content 183,"Upstream,Cell Culture",webinar,details,,NEWS_33
user-184,Co-184,Director,2025-01-01T03:04:00,Content 184,"Manufacturing,QA",newsletter,details,ClientC,NEWS_34
user-185,Co-185,Director,2025-01-01T03:05:00,Content 185,"Manufacturing,QA",newsletter,details,ClientA,NEWS_35
user-186,Co-186,Engineer,2025-01-01T03:06:00,Content 186,"Downstream,Purification",newsletter,details,,NEWS_36
user-187,Co-187,Manager,2025-01-01T03:07:00,Content 187,"Downstream,Purification",newsletter,details,,NEWS_37
user-188,Co-188,Director,2025-01-01T03:08:00,Content 188,Analytical,newsletter,details,,NEWS_38
user-189,Co-189,Director,2025-01-01T03:09:00,Content 189,"Downstream,Purification",newsletter,details,,NEWS_39
user-190,Co-190,Director,2025-01-01T03:10:00,Content 190,Analytical,newsletter,details,,NEWS_40
user-191,Co-191,Director,2025-01-01T03:11:00,Content 191,Analytical,webinar,details,ClientB,NEWS_41
user-192,Co-192,Scientist,2025-01-01T03:12:00,Content 192,"Manufacturing,QA",newsletter,details,ClientB,NEWS_42
user-193,Co-193,Scientist,2025-01-01T03:13:00,Content 193,"Manufacturing,QA",newsletter,details,ClientA,NEWS_43
user-194,Co-194,Engineer,2025-01-01T03:14:00,Content 194,"Manufacturing,QA",newsletter,details,,NEWS_44
user-195,Co-195,Director,2025-01-01T03:15:00,Content 195,"Manufacturing,QA",newsletter,details,ClientB,NEWS_45
user-196,Co-196,Scientist,2025-01-01T03:16:00,Content 196,"Downstream,Purification",newsletter,details,ClientA,NEWS_46
user-197,Co-197,Manager,2025-01-01T03:17:00,Content 197,"Downstream,Purification",event,details,,NEWS_47
user-198,Co-198,Manager,2025-01-01T03:18:00,Content 198,Analytical,non-nl,details,ClientA,NEWS_48
user-199,Co-199,Director,2025-01-01T03:19:00,Content 199,Analytical,newsletter,details,ClientC,NEWS_49
user-200,Co-200,Engineer,2025-01-01T03:20:00,Content 0,"Downstream,Purification",event,details,,NEWS_0
user-201,Co-201,Director,2025-01-01T03:21:00,Content 1,Analytical,newsletter,details,ClientA,NEWS_1
user-202,Co-202,Engineer,2025-01-01T03:22:00,Content 2,"Downstream,Purification",non-nl,details,,NEWS_2
user-203,Co-203,Director,2025-01-01T03:23:00,Content 3,"Upstream,Cell Culture",newsletter,details,,NEWS_3
user-204,Co-204,Manager,2025-01-01T03:24:00,Content 4,Analytical,newsletter,details,ClientB,NEWS_4
user-205,Co-205,Manager,2025-01-01T03:25:00,Content 5,"Downstream,Purification",newsletter,details,ClientA,NEWS_5
user-206,Co-206,Manager,2025-01-01T03:26:00,Content 6,"Manufacturing,QA",newsletter,details,ClientA,NEWS_6
user-207,Co-207,Director,2025-01-01T03:27:00,Content 7,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_7
user-208,Co-208,Manager,2025-01-01T03:28:00,Content 8,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_8
user-209,Co-209,Manager,2025-01-01T03:29:00,Content 9,"Manufacturing,QA",event,details,,NEWS_9
user-210,Co-210,Engineer,2025-01-01T03:30:00,Content 10,"Downstream,Purification",non-nl,details,,NEWS_10
user-211,Co-211,Director,2025-01-01T03:31:00,Content 11,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_11
user-212,Co-212,Engineer,2025-01-01T03:32:00,Content 12,Analytical,non-nl,details,ClientA,NEWS_12
user-213,Co-213,Scientist,2025-01-01T03:33:00,Content 13,"Upstream,Cell Culture",webinar,details,,NEWS_13
user-214,Co-214,Manager,2025-01-01T03:34:00,Content 14,"Downstream,Purification",event,details,ClientA,NEWS_14
user-215,Co-215,Engineer,2025-01-01T03:35:00,Content 15,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_15
user-216,Co-216,Manager,2025-01-01T03:36:00,Content 16,"Upstream,Cell Culture",webinar,details,,NEWS_16
user-217,Co-217,Manager,2025-01-01T03:37:00,Content 17,"Upstream,Cell Culture",newsletter,details,,NEWS_17
user-218,Co-218,Scientist,2025-01-01T03:38:00,Content 18,"Manufacturing,QA",webinar,details,ClientC,NEWS_18
user-219,Co-219,Engineer,2025-01-01T03:39:00,Content 19,"Upstream,Cell Culture",webinar,details,ClientA,NEWS_19
user-220,Co-220,Manager,2025-01-01T03:40:00,Content 20,"Upstream,Cell Culture",newsletter,details,,NEWS_20
user-221,Co-221,Scientist,2025-01-01T03:41:00,Content 21,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_21
user-222,Co-222,Manager,2025-01-01T03:42:00,Content 22,"Manufacturing,QA",newsletter,details,ClientA,NEWS_22
user-223,Co-223,Manager,2025-01-01T03:43:00,Content 23,"Manufacturing,QA",newsletter,details,ClientA,NEWS_23
user-224,Co-224,Director,2025-01-01T03:44:00,Content 24,Analytical,newsletter,details,,NEWS_24
user-225,Co-225,Manager,2025-01-01T03:45:00,Content 25,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_25
user-226,Co-226,Engineer,2025-01-01T03:46:00,Content 26,"Downstream,Purification",newsletter,details,,NEWS_26
user-227,Co-227,Engineer,2025-01-01T03:47:00,Content 27,"Downstream,Purification",newsletter,details,ClientC,NEWS_27
user-228,Co-228,Scientist,2025-01-01T03:48:00,Content 28,Analytical,non-nl,details,,NEWS_28
user-229,Co-229,Director,2025-01-01T03:49:00,Content 29,"Manufacturing,QA",newsletter,details,ClientA,NEWS_29
user-230,Co-230,Manager,2025-01-01T03:50:00,Content 30,"Manufacturing,QA",newsletter,details,,NEWS_30
user-231,Co-231,Engineer,2025-01-01T03:51:00,Content 31,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_31
user-232,Co-232,Scientist,2025-01-01T03:52:00,Content 32,"Manufacturing,QA",non-nl,details,ClientA,NEWS_32
user-233,Co-233,Scientist,2025-01-01T03:53:00,Content 33,"Upstream,Cell Culture",newsletter,details,ClientC,NEWS_33
user-234,Co-234,Engineer,2025-01-01T03:54:00,Content 34,"Upstream,Cell Culture",newsletter,details,,NEWS_34
user-235,Co-235,Scientist,2025-01-01T03:55:00,Content 35,"Manufacturing,QA",newsletter,details,,NEWS_35
user-236,Co-236,Manager,2025-01-01T03:56:00,Content 36,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_36
user-237,Co-237,Director,2025-01-01T03:57:00,Content 37,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_37
user-238,Co-238,Scientist,2025-01-01T03:58:00,Content 38,"Manufacturing,QA",non-nl,details,ClientA,NEWS_38
user-239,Co-239,Manager,2025-01-01T03:59:00,Content 39,Analytical,newsletter,details,ClientB,NEWS_39
